meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1239,9550,4,33,2024-06-30T13:41:06.263000+00:00,17.341,31.107,20.952,313.0,232.0,False,69.4,"[None, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2051, 2048, 2048, 2048, 2048, 2048]",297.0
1239,9550,63,33,2024-06-30T13:41:10.232000+00:00,17.548,31.446,21.099,301.0,230.0,False,70.093,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,44,33,2024-06-30T13:41:17.362000+00:00,17.643,31.513,21.055,295.0,231.0,False,70.211,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]",299.0
1239,9550,11,33,2024-06-30T13:41:28.989000+00:00,17.718,31.554,21.299,293.0,225.0,False,70.571,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2049, 2049, 2048, 2048, 2048, 2048]",293.0
1239,9550,16,33,2024-06-30T13:41:52.875000+00:00,17.762,31.743,25.252,302.0,226.0,False,74.757,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2064, 2064, 2064]",303.0
1239,9550,1,34,2024-06-30T13:42:07.782000+00:00,17.559,31.054,20.869,,233.0,False,69.482,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]",296.0
1239,9550,4,34,2024-06-30T13:42:15.720000+00:00,17.597,31.152,21.006,296.0,233.0,False,69.755,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",296.0
1239,9550,63,34,2024-06-30T13:42:20.280000+00:00,17.611,31.524,21.125,296.0,230.0,False,70.26,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,44,34,2024-06-30T13:42:27.607000+00:00,17.648,31.394,21.086,,231.0,False,70.128,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",299.0
1239,9550,11,34,2024-06-30T13:42:39.624000+00:00,17.772,31.79,21.447,291.0,225.0,False,71.009,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048]",291.0
1239,9550,16,34,2024-06-30T13:43:07.558000+00:00,35.516,31.768,21.195,295.0,227.0,True,88.479,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2049]",309.0
1239,9550,1,35,2024-06-30T13:43:17.249000+00:00,17.711,31.158,21.089,290.0,230.0,False,69.958,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]",294.0
1239,9550,4,35,2024-06-30T13:43:25.356000+00:00,17.613,31.143,21.152,297.0,231.0,False,69.908,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0
1239,9550,63,35,2024-06-30T13:43:30.564000+00:00,17.663,31.673,21.188,301.0,230.0,False,70.524,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2049, 2048, 2048]",305.0
1239,9550,44,35,2024-06-30T13:43:37.693000+00:00,17.724,31.62,21.222,294.0,228.0,False,70.566,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",297.0
1239,9550,11,35,2024-06-30T13:43:50.592000+00:00,17.784,31.681,21.421,292.0,220.0,False,70.886,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,1,36,2024-06-30T13:44:27.177000+00:00,17.687,31.255,20.965,293.0,230.0,False,69.907,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]",295.0
1239,9550,4,36,2024-06-30T13:44:35.325000+00:00,17.641,31.404,21.061,,229.0,False,70.106,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",297.0
1239,9550,16,35,2024-06-30T13:44:36.187000+00:00,17.284,31.544,21.227,304.0,228.0,False,70.055,"[2049, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",309.0
1239,9550,63,36,2024-06-30T13:44:41.113000+00:00,17.64,31.72,21.238,306.0,231.0,False,70.598,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2051]",305.0
1239,9550,44,36,2024-06-30T13:44:48.345000+00:00,17.715,31.734,21.222,296.0,229.0,False,70.671,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0
1239,9550,11,36,2024-06-30T13:45:01.465000+00:00,17.761,31.777,21.463,293.0,222.0,False,71.001,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,1,37,2024-06-30T13:45:37.188000+00:00,17.631,31.381,21.108,295.0,230.0,False,70.12,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,4,37,2024-06-30T13:45:45.478000+00:00,17.569,31.196,21.118,300.0,229.0,False,69.883,"[None, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",300.0
1239,9550,16,36,2024-06-30T13:45:46.356000+00:00,17.322,31.385,21.187,311.0,227.0,False,69.894,"[None, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",308.0
1239,9550,63,37,2024-06-30T13:45:51.664000+00:00,17.538,31.715,21.253,299.0,231.0,False,70.506,"[2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0
1239,9550,44,37,2024-06-30T13:45:58.977000+00:00,17.681,31.646,21.152,297.0,229.0,False,70.479,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",297.0
1239,9550,11,37,2024-06-30T13:46:12.454000+00:00,17.809,31.968,21.578,291.0,222.0,False,71.355,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,1,38,2024-06-30T13:46:47.213000+00:00,17.655,31.446,21.042,294.0,227.0,False,70.143,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",294.0
1239,9550,4,38,2024-06-30T13:46:55.274000+00:00,17.568,31.425,21.168,298.0,229.0,False,70.161,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",297.0
1239,9550,16,37,2024-06-30T13:46:56.120000+00:00,17.236,31.522,21.25,312.0,229.0,False,70.008,"[None, 2049, 2048, 2048, 2048, 2049]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",309.0
1239,9550,63,38,2024-06-30T13:47:02.189000+00:00,17.644,31.805,21.191,300.0,228.0,False,70.64,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0
1239,9550,44,38,2024-06-30T13:47:09.495000+00:00,17.626,31.874,21.177,,228.0,False,70.677,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",297.0
1239,9550,11,38,2024-06-30T13:47:23.886000+00:00,17.671,32.074,21.611,293.0,222.0,False,71.356,"[None, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,1,39,2024-06-30T13:47:57.386000+00:00,17.626,31.581,21.051,,228.0,False,70.258,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",300.0
1239,9550,4,39,2024-06-30T13:48:05.382000+00:00,17.647,31.622,21.119,297.0,230.0,False,70.388,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",297.0
1239,9550,16,38,2024-06-30T13:48:06.065000+00:00,17.275,31.941,21.261,,227.0,False,70.477,"[None, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",308.0
1239,9550,63,39,2024-06-30T13:48:12.782000+00:00,17.624,31.906,21.194,299.0,230.0,False,70.724,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0
1239,9550,44,39,2024-06-30T13:48:20.248000+00:00,17.592,31.85,21.196,295.0,225.0,False,70.638,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",296.0
1239,9550,11,39,2024-06-30T13:48:35.282000+00:00,17.82,32.058,21.578,292.0,223.0,False,71.456,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",291.0
1239,9550,1,40,2024-06-30T13:49:07.699000+00:00,17.66,31.475,21.082,292.0,229.0,False,70.217,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",296.0
1239,9550,4,40,2024-06-30T13:49:15.850000+00:00,17.64,31.343,21.119,298.0,234.0,False,70.102,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",301.0
1239,9550,16,39,2024-06-30T13:49:16.584000+00:00,17.343,31.572,21.228,309.0,228.0,False,70.143,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",308.0
1239,9550,63,40,2024-06-30T13:49:23.468000+00:00,17.675,31.741,21.345,295.0,231.0,False,70.761,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0
1239,9550,44,40,2024-06-30T13:49:30.832000+00:00,17.687,31.588,21.346,297.0,234.0,False,70.621,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,11,40,2024-06-30T13:49:46.646000+00:00,17.877,31.744,21.383,294.0,223.0,False,71.004,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",296.0
1239,9550,1,41,2024-06-30T13:50:17.817000+00:00,17.71,31.947,21.457,294.0,226.0,False,71.114,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",299.0
1239,9550,4,41,2024-06-30T13:50:25.982000+00:00,17.742,31.491,21.208,,229.0,False,70.441,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",302.0
1239,9550,16,40,2024-06-30T13:50:26.761000+00:00,17.329,31.71,21.269,311.0,223.0,False,70.308,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",310.0
1239,9550,63,41,2024-06-30T13:50:34.228000+00:00,17.743,31.973,21.451,303.0,225.0,False,71.167,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",302.0
1239,9550,44,41,2024-06-30T13:50:41.411000+00:00,17.741,31.901,21.355,,214.0,False,70.997,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0
1239,9550,11,41,2024-06-30T13:50:57.675000+00:00,17.743,31.958,21.437,288.0,224.0,False,71.138,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",293.0
1239,9550,1,42,2024-06-30T13:51:29.009000+00:00,17.681,31.713,21.234,295.0,226.0,False,70.628,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",300.0
1239,9550,4,42,2024-06-30T13:51:36.457000+00:00,17.668,31.661,21.141,296.0,230.0,False,70.47,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0
1239,9550,16,41,2024-06-30T13:51:36.942000+00:00,17.29,31.82,21.258,313.0,225.0,False,70.368,"[2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",312.0
1239,9550,63,42,2024-06-30T13:51:45.354000+00:00,17.688,31.829,21.28,299.0,229.0,False,70.797,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",304.0
1239,9550,44,42,2024-06-30T13:51:52.501000+00:00,17.717,31.885,21.344,,226.0,False,70.946,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",300.0
1239,9550,11,42,2024-06-30T13:52:08.770000+00:00,17.789,31.995,21.387,290.0,221.0,False,71.171,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]",295.0
1239,9550,1,43,2024-06-30T13:52:39.571000+00:00,17.661,31.841,21.402,292.0,225.0,False,70.904,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",300.0
1239,9550,4,43,2024-06-30T13:52:46.866000+00:00,17.656,31.285,21.2,298.0,231.0,False,70.141,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",303.0
1239,9550,16,42,2024-06-30T13:52:47.416000+00:00,17.419,31.582,21.117,310.0,228.0,False,70.118,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2051]",310.0
1239,9550,63,43,2024-06-30T13:52:56.261000+00:00,17.643,31.841,21.3,,228.0,False,70.784,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",302.0
1239,9550,44,43,2024-06-30T13:53:03.438000+00:00,17.751,31.705,21.346,295.0,227.0,False,70.802,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",300.0
1239,9550,11,43,2024-06-30T13:53:19.981000+00:00,17.79,31.777,21.351,291.0,225.0,False,70.918,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",294.0
1239,9550,1,44,2024-06-30T13:53:50.519000+00:00,17.645,31.647,21.187,293.0,230.0,False,70.479,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",303.0
1239,9550,4,44,2024-06-30T13:53:56.986000+00:00,17.618,31.969,21.19,296.0,227.0,False,70.777,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",302.0
1239,9550,16,43,2024-06-30T13:53:57.557000+00:00,17.308,32.486,21.152,312.0,225.0,False,70.946,"[2049, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",316.0
1239,9550,63,44,2024-06-30T13:54:07.063000+00:00,17.749,32.086,21.55,293.0,223.0,False,71.385,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0
1239,9550,44,44,2024-06-30T13:54:14.148000+00:00,17.832,31.934,21.565,291.0,222.0,False,71.331,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,11,44,2024-06-30T13:54:30.835000+00:00,17.814,32.07,21.511,290.0,219.0,False,71.395,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",294.0
1239,9550,1,45,2024-06-30T13:55:01.077000+00:00,17.656,31.665,21.028,291.0,229.0,False,70.349,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,4,45,2024-06-30T13:55:07.693000+00:00,17.578,31.45,21.143,298.0,232.0,False,70.171,"[None, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",302.0
1239,9550,16,44,2024-06-30T13:55:08.416000+00:00,17.298,32.065,21.18,309.0,225.0,False,70.543,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",308.0
1239,9550,63,45,2024-06-30T13:55:18.329000+00:00,17.585,32.139,21.678,300.0,228.0,False,71.402,"[None, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",303.0
1239,9550,44,45,2024-06-30T13:55:25.548000+00:00,17.64,31.932,21.305,297.0,227.0,False,70.877,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,11,45,2024-06-30T13:55:42.353000+00:00,17.765,32.045,21.528,291.0,221.0,False,71.338,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,1,46,2024-06-30T13:56:11.326000+00:00,17.68,31.497,21.111,290.0,226.0,False,70.288,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",300.0
1239,9550,4,46,2024-06-30T13:56:17.969000+00:00,17.577,31.472,21.362,,230.0,False,70.411,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",304.0
1239,9550,16,45,2024-06-30T13:56:18.892000+00:00,17.536,31.327,21.33,297.0,225.0,False,70.193,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",301.0
1239,9550,63,46,2024-06-30T13:56:29.835000+00:00,17.813,32.691,25.183,,226.0,False,75.687,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2064, 2064, 2064]",311.0
1239,9550,44,46,2024-06-30T13:56:36.432000+00:00,17.602,31.791,21.467,295.0,226.0,False,70.86,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,11,46,2024-06-30T13:56:53.553000+00:00,17.817,32.003,21.713,290.0,224.0,False,71.533,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",294.0
1239,9550,1,47,2024-06-30T13:57:21.596000+00:00,17.732,31.741,21.185,288.0,226.0,False,70.658,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",296.0
1239,9550,4,47,2024-06-30T13:57:28.276000+00:00,17.68,31.678,21.372,297.0,225.0,False,70.73,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",302.0
1239,9550,16,46,2024-06-30T13:57:29.182000+00:00,17.33,31.797,21.395,310.0,211.0,False,70.522,"[None, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",310.0
1239,9550,63,47,2024-06-30T13:57:45.448000+00:00,34.247,31.03,20.867,295.0,234.0,True,86.144,"[2064, 2064, 2064, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]",295.0
1239,9550,44,47,2024-06-30T13:57:47.232000+00:00,17.712,32.034,21.537,,225.0,False,71.283,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]",300.0
1239,9550,11,47,2024-06-30T13:58:05.181000+00:00,17.81,32.086,21.535,291.0,224.0,False,71.431,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0
1239,9550,1,48,2024-06-30T13:58:32.333000+00:00,17.682,31.56,21.118,292.0,228.0,False,70.36,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",302.0
1239,9550,4,48,2024-06-30T13:58:39.135000+00:00,17.679,31.785,21.31,296.0,227.0,False,70.774,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,16,47,2024-06-30T13:58:39.771000+00:00,17.396,31.98,21.413,309.0,217.0,False,70.789,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",311.0
1239,9550,44,48,2024-06-30T13:58:58.455000+00:00,17.754,32.652,21.536,293.0,227.0,False,71.942,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",315.0
1239,9550,63,48,2024-06-30T13:59:11.665000+00:00,17.464,30.89,20.81,290.0,232.0,False,69.164,"[2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2049, 2048, 2048, 2049, 2049, 2048]","[2049, 2049, 2048, 2048, 2049, 2048, 2048]",297.0
1239,9550,11,48,2024-06-30T13:59:16.635000+00:00,17.772,32.296,21.672,297.0,220.0,False,71.74,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",300.0
1239,9550,1,49,2024-06-30T13:59:42.678000+00:00,17.616,31.605,21.322,,226.0,False,70.543,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0
1239,9550,4,49,2024-06-30T13:59:49.904000+00:00,17.651,31.547,21.246,299.0,230.0,False,70.444,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0
1239,9550,16,48,2024-06-30T13:59:50.565000+00:00,17.301,31.909,21.385,315.0,223.0,False,70.595,"[2049, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",312.0
